customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C01424,Male,0,Yes,No,9,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Credit card,44.76,449.59,No
C01425,Female,0,Yes,No,2,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card,55.93,118.55,No
C01426,Female,1,No,No,56,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card,74.05,4125.0,Yes
C01427,Male,0,Yes,Yes,30,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card,66.2,1929.6,No
C01428,Male,1,No,No,22,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card,71.75,1602.7,Yes
C01429,Female,0,No,No,13,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,64.7,802.13,Yes
C01430,Male,0,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,73.9,5234.66,Yes
C01431,Male,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,18.0,338.22,Yes
C01432,Male,0,Yes,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,18.0,828.33,No
C01433,Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,69.01,4497.35,No
C01434,Female,0,No,Yes,11,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer,45.51,528.94,No
C01435,Female,0,Yes,Yes,70,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,68.02,4788.61,No
C01436,Female,0,No,No,20,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Mailed check,62.9,1305.43,Yes
C01437,Female,0,No,Yes,63,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Electronic check,40.77,2550.44,Yes
C01438,Male,0,No,Yes,12,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card,44.99,528.58,Yes
C01439,Female,1,No,Yes,62,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card,44.96,2759.85,Yes
C01440,Male,0,No,Yes,42,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer,68.21,2863.84,Yes
C01441,Male,0,Yes,No,69,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,58.01,3998.72,No
C01442,Female,0,No,Yes,58,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card,44.97,2555.61,Yes
C01443,Female,0,No,Yes,5,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,54.62,253.48,Yes
C01444,Male,0,Yes,No,27,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,68.33,1888.08,Yes
C01445,Male,0,Yes,No,28,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,48.87,1375.69,Yes
C01446,Male,0,No,No,26,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer,33.36,888.82,No
C01447,Female,0,No,No,49,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card,80.36,3934.02,No
C01448,Female,0,Yes,Yes,21,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,82.14,1668.33,Yes
C01449,Female,0,No,No,1,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,46.1,42.24,Yes
C01450,Female,1,Yes,Yes,58,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer,66.13,3866.79,No
C01451,Female,0,Yes,No,55,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,49.54,2689.13,Yes
C01452,Male,0,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Bank transfer,73.02,1920.93,Yes
C01453,Female,0,Yes,Yes,25,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card,51.68,1240.95,No
C01454,Male,0,No,No,33,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Mailed check,45.5,1502.11,Yes
C01455,Male,1,No,No,72,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card,47.5,3436.34,No
C01456,Male,0,No,No,69,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,65.61,4517.73,Yes
C01457,Female,0,Yes,No,6,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,50.1,374.77,Yes
C01458,Female,1,No,No,23,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card,50.99,1157.97,No
C01459,Female,0,Yes,Yes,30,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Credit card,58.93,1750.55,No
C01460,Male,0,No,Yes,54,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,66.36,3589.57,Yes
C01461,Male,0,No,No,11,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer,52.77,557.82,No
C01462,Male,0,Yes,No,31,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer,63.08,1912.24,No
C01463,Male,0,No,No,6,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer,50.67,271.09,Yes
C01464,Male,1,No,No,11,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card,76.19,860.83,Yes
C01465,Male,1,Yes,No,12,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Credit card,41.93,494.01,No
C01466,Female,0,Yes,No,66,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,41.68,2801.94,No
C01467,Female,0,Yes,No,53,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,39.9,2101.46,No
C01468,Female,0,No,No,36,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer,60.89,2213.36,No
C01469,Female,1,Yes,No,17,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Bank transfer,75.27,1294.92,Yes
C01470,Male,0,Yes,No,28,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer,62.0,1722.32,No
C01471,Male,0,No,No,22,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,56.32,1212.68,Yes
C01472,Female,0,Yes,Yes,7,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,46.95,276.7,Yes
C01473,Male,0,No,No,15,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,63.61,970.74,No
C01474,Female,0,No,No,11,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Mailed check,47.58,559.33,No
C01475,Female,0,Yes,No,24,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer,70.5,1644.3,Yes
C01476,Female,0,No,No,67,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card,51.91,3466.86,Yes
C01477,Male,0,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer,65.91,1957.29,Yes
C01478,Female,0,Yes,Yes,70,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,64.32,4518.94,Yes
C01479,Female,0,Yes,No,66,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,1178.14,Yes
C01480,Female,1,Yes,No,61,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,47.34,2927.43,Yes
C01481,Male,0,No,No,41,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,48.85,1991.32,No
C01482,Male,0,No,Yes,51,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Credit card,70.19,3542.6,No
C01483,Female,0,Yes,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.44,885.3,Yes
C01484,Male,0,Yes,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,22.42,280.7,No
C01485,Male,0,No,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,70.71,864.3,No
C01486,Male,1,Yes,No,9,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card,64.42,568.57,No
C01487,Male,0,No,No,48,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card,70.09,3377.52,Yes
C01488,Male,0,Yes,No,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Mailed check,65.65,3193.14,Yes
C01489,Male,0,No,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,73.8,3902.56,Yes
C01490,Male,1,No,No,56,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer,54.66,3037.41,No
C01491,Male,0,No,Yes,40,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,No,Bank transfer,49.8,1966.6,No
C01492,Male,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Mailed check,65.88,1619.37,No
C01493,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card,66.77,4785.99,No
C01494,Female,0,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Bank transfer,64.1,2104.87,No
C01495,Female,0,Yes,No,23,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card,70.14,1644.56,No
C01496,Male,1,Yes,Yes,54,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,64.39,3499.56,Yes
C01497,Female,0,No,Yes,53,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,47.71,2577.87,No
C01498,Female,0,No,No,49,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,48.61,2396.37,Yes
C01499,Male,0,No,Yes,49,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card,70.4,3431.59,No
C01500,Male,1,No,No,60,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card,58.9,3595.71,No
C01501,Male,0,No,No,65,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,49.24,3218.06,No
C01502,Female,0,No,No,32,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card,59.68,1905.12,Yes
C01503,Female,0,No,Yes,21,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,58.19,1223.71,No
C01504,Male,0,Yes,Yes,18,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,43.51,788.56,No
C01505,Male,0,No,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.0,1252.9,Yes
C01506,Male,0,Yes,No,13,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer,74.59,928.39,Yes
C01507,Female,1,No,No,24,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer,45.81,1148.24,No
C01508,Female,0,No,No,30,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card,76.88,2305.74,Yes
C01509,Female,0,Yes,No,2,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,58.82,123.14,Yes
C01510,Female,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,18.0,512.34,Yes
C01511,Male,0,Yes,No,50,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer,47.3,2344.5,Yes
C01512,Male,0,No,No,14,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,53.14,763.62,No
C01513,Male,0,Yes,Yes,6,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer,73.98,420.11,Yes
C01514,Male,0,No,Yes,30,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card,70.41,2121.93,Yes
C01515,Female,0,Yes,No,30,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card,57.13,1719.95,Yes
C01516,Female,0,Yes,No,38,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer,76.6,2934.52,Yes
C01517,Male,0,No,Yes,58,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Mailed check,38.32,2258.81,No
C01518,Male,0,No,Yes,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.0,720.61,No
C01519,Female,0,Yes,No,57,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,52.88,3056.66,Yes
C01520,Male,0,No,Yes,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,18.0,692.62,No
C01521,Female,0,Yes,No,64,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,63.05,4027.7,No
C01522,Male,0,No,No,16,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer,60.31,964.76,Yes
C01523,Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,18.0,1281.17,No
C01524,Male,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.0,242.84,No
C01525,Male,0,Yes,No,31,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,64.08,1950.38,Yes
C01526,Male,0,No,No,66,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,50.96,3386.69,Yes
C01527,Male,1,Yes,No,68,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card,79.16,5321.37,Yes
C01528,Male,0,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Credit card,67.14,4343.19,No
C01529,Female,0,No,No,55,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card,50.81,2793.17,No
C01530,Female,0,No,Yes,40,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,63.61,2583.39,Yes
C01531,Female,0,Yes,Yes,25,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card,41.12,1011.64,No
C01532,Female,0,Yes,Yes,25,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Credit card,54.15,1366.59,Yes
C01533,Female,0,Yes,Yes,3,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,61.73,182.76,No
C01534,Male,0,Yes,No,69,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,44.95,3129.9,No
C01535,Male,0,No,No,26,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer,73.53,1923.05,Yes
C01536,Female,0,Yes,No,40,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,74.77,3015.71,No
C01537,Male,0,Yes,No,38,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card,67.63,2553.42,Yes
C01538,Female,1,Yes,No,38,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,48.64,1817.9,Yes
C01539,Female,0,No,No,68,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Credit card,66.78,4552.05,No
C01540,Male,0,Yes,No,7,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card,49.46,331.59,Yes
C01541,Male,0,No,Yes,30,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card,74.05,2222.41,Yes
C01542,Male,1,No,Yes,19,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,72.15,1380.37,No
C01543,Female,0,No,No,35,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,68.12,2421.46,Yes
C01544,Male,0,No,No,33,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card,40.72,1367.36,No
C01545,Female,0,No,Yes,33,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,77.5,2537.07,Yes
C01546,Female,0,No,Yes,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,18.0,649.65,Yes
C01547,Female,0,No,No,10,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,46.79,519.12,No
C01548,Male,0,Yes,Yes,57,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,No,Electronic check,50.42,2826.46,No
C01549,Male,0,Yes,No,28,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,69.94,1944.74,No
C01550,Female,0,No,No,38,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Bank transfer,65.5,2508.36,No
C01551,Male,0,Yes,No,16,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card,40.74,701.0,No
C01552,Male,0,Yes,No,21,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Bank transfer,60.07,1255.78,No
C01553,Male,0,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.0,108.82,Yes
C01554,Female,0,Yes,No,41,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,49.1,1986.85,No
C01555,Female,0,No,No,15,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer,52.62,793.1,Yes
C01556,Male,1,Yes,No,3,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card,66.61,165.33,Yes
C01557,Female,0,No,Yes,43,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer,49.03,2085.78,No
C01558,Male,0,No,No,47,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer,69.18,3274.38,No
C01559,Male,0,Yes,No,14,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,No,Mailed check,64.38,888.31,No
C01560,Male,1,Yes,No,66,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,74.8,4964.32,No
C01561,Male,0,No,No,29,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,70.75,2047.14,Yes
C01562,Female,0,No,No,4,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,43.59,133.29,No
C01563,Female,0,No,Yes,26,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer,55.26,1471.81,No
C01564,Female,0,Yes,No,12,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card,71.98,824.3,No
C01565,Male,0,Yes,No,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,65.58,113.11,Yes
C01566,Male,0,Yes,No,17,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.0,300.01,No
C01567,Male,0,Yes,No,35,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer,73.38,2598.47,No
C01568,Female,1,No,Yes,10,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Bank transfer,44.34,427.61,No
C01569,Male,0,No,No,43,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,No,Electronic check,55.23,2347.09,Yes
C01570,Female,0,No,Yes,21,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,52.7,1111.58,No
C01571,Female,0,No,No,15,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Mailed check,48.36,718.98,No
C01572,Female,0,Yes,No,35,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,68.33,2377.53,Yes
C01573,Female,0,No,Yes,60,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Credit card,65.31,3925.09,No
C01574,Female,0,No,No,44,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,67.12,2917.17,Yes
C01575,Female,0,Yes,Yes,5,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Electronic check,34.52,120.94,Yes
C01576,Male,1,Yes,Yes,18,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Bank transfer,37.51,739.34,No
C01577,Male,1,No,No,21,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card,50.37,1060.9,Yes
C01578,Female,0,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,42.62,3073.87,No
C01579,Female,0,No,No,51,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card,42.88,2163.42,No
C01580,Male,1,Yes,No,41,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card,70.44,2914.97,Yes
C01581,Female,0,Yes,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,25.97,607.28,Yes
C01582,Female,1,No,No,24,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,48.44,1078.98,Yes
C01583,Male,0,Yes,Yes,38,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,43.77,1646.25,Yes
C01584,Female,0,No,Yes,44,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,68.95,3025.36,No
C01585,Female,0,Yes,No,57,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,57.17,3253.59,No
C01586,Female,0,Yes,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.0,1056.03,No
C01587,Male,0,Yes,No,34,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card,43.31,1453.19,Yes
C01588,Male,0,Yes,No,23,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card,36.45,816.1,Yes
C01589,Male,0,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,88.46,3794.84,No
C01590,Female,0,No,Yes,40,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card,70.71,2779.04,Yes
C01591,Female,0,Yes,Yes,47,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Mailed check,60.45,2782.42,Yes
C01592,Male,1,No,No,41,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,62.29,2556.83,Yes
C01593,Female,0,Yes,No,47,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,42.68,2009.4,No
C01594,Female,0,No,No,20,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,69.54,1417.18,Yes
C01595,Female,0,Yes,Yes,65,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,66.68,4326.53,No
C01596,Female,0,No,No,68,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,68.51,4622.87,No
C01597,Female,1,No,Yes,24,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,71.19,1650.37,No
C01598,Male,0,Yes,Yes,36,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card,64.07,2279.81,Yes
C01599,Female,0,Yes,No,45,No,No phone service,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,32.48,1474.28,No
C01600,Male,0,Yes,Yes,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer,49.5,142.24,Yes
C01601,Female,0,No,No,28,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Mailed check,62.33,1746.86,Yes
C01602,Male,0,No,Yes,26,Yes,No,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Mailed check,38.69,969.53,No
C01603,Female,1,Yes,No,23,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,69.14,1563.82,Yes
C01604,Male,0,Yes,No,36,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Mailed check,57.12,2030.86,No
C01605,Female,0,No,No,6,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,43.08,246.3,Yes
C01606,Male,0,No,No,35,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card,32.95,1186.88,No
C01607,Female,0,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,20.67,821.43,No
C01608,Male,0,No,No,35,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card,54.67,1908.28,Yes
C01609,Female,0,Yes,No,53,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,43.31,2300.92,No
